ptype,pdtype,stype,ltype,issue,,,,,,,,get1_hz,get1_level,get2_hz,get2_level,get3_hz,get3_level,get4_hz,get4_level,get5_hz,get5_level,get6_hz,get6_level,get7_hz,get7_level,get8_hz,get8_level,get9_hz,get9_level,get10_hz,get10_level,0hz,10hz,20hz,30hz,40hz,50hz,60hz,70hz,80hz,90hz,100hz,110hz,120hz,130hz,140hz,150hz,160hz,170hz,180hz,190hz,200hz,210hz,220hz,230hz,240hz,250hz,260hz,270hz,280hz,290hz,300hz,310hz,320hz,330hz,340hz,350hz,360hz,370hz,380hz,390hz,400hz,410hz,420hz,430hz,440hz,450hz,460hz,470hz,480hz,490hz,500hz,510hz,520hz,530hz,540hz,550hz,560hz,570hz,580hz,590hz,600hz,610hz,620hz,630hz,640hz,650hz,660hz,670hz,680hz,690hz,700hz,710hz,720hz,730hz,740hz,750hz,760hz,770hz,780hz,790hz,800hz,810hz,820hz,830hz,840hz,850hz,860hz,870hz,880hz,890hz,900hz,910hz,920hz,930hz,940hz,950hz,960hz,970hz,980hz,990hz,1000hz,1010hz,1020hz,1030hz,1040hz,1050hz,1060hz,1070hz,1080hz,1090hz,1100hz,1110hz,1120hz,1130hz,1140hz,1150hz,1160hz,1170hz,1180hz,1190hz,1200hz,1210hz,1220hz,1230hz,1240hz,1250hz,1260hz,1270hz,1280hz,1290hz,1300hz,1310hz,1320hz,1330hz,1340hz,1350hz,1360hz,1370hz,1380hz,1390hz,1400hz,1410hz,1420hz,1430hz,1440hz,1450hz,1460hz,1470hz,1480hz,1490hz,1500hz,1510hz,1520hz,1530hz,1540hz,1550hz,1560hz,1570hz,1580hz,1590hz,1600hz,1610hz,1620hz,1630hz,1640hz,1650hz,1660hz,1670hz,1680hz,1690hz,1700hz,1710hz,1720hz,1730hz,1740hz,1750hz,1760hz,1770hz,1780hz,1790hz,1800hz,1810hz,1820hz,1830hz,1840hz,1850hz,1860hz,1870hz,1880hz,1890hz,1900hz,1910hz,1920hz,1930hz,1940hz,1950hz,1960hz,1970hz,1980hz,1990hz,2000hz,2010hz,2020hz,2030hz,2040hz,2050hz,2060hz,2070hz,2080hz,2090hz,2100hz,2110hz,2120hz,2130hz,2140hz,2150hz,2160hz,2170hz,2180hz,2190hz,2200hz,2210hz,2220hz,2230hz,2240hz,2250hz,2260hz,2270hz,2280hz,2290hz,2300hz,2310hz,2320hz,2330hz,2340hz,2350hz,2360hz,2370hz,2380hz,2390hz,2400hz,2410hz,2420hz,2430hz,2440hz,2450hz,2460hz,2470hz,2480hz,2490hz,2500hz,2510hz,2520hz,2530hz,2540hz,2550hz,2560hz,2570hz,2580hz,2590hz,2600hz,2610hz,2620hz,2630hz,2640hz,2650hz,2660hz,2670hz,2680hz,2690hz,2700hz,2710hz,2720hz,2730hz,2740hz,2750hz,2760hz,2770hz,2780hz,2790hz,2800hz,2810hz,2820hz,2830hz,2840hz,2850hz,2860hz,2870hz,2880hz,2890hz,2900hz,2910hz,2920hz,2930hz,2940hz,2950hz,2960hz,2970hz,2980hz,2990hz,3000hz,3010hz,3020hz,3030hz,3040hz,3050hz,3060hz,3070hz,3080hz,3090hz,3100hz,3110hz,3120hz,3130hz,3140hz,3150hz,3160hz,3170hz,3180hz,3190hz,3200hz,3210hz,3220hz,3230hz,3240hz,3250hz,3260hz,3270hz,3280hz,3290hz,3300hz,3310hz,3320hz,3330hz,3340hz,3350hz,3360hz,3370hz,3380hz,3390hz,3400hz,3410hz,3420hz,3430hz,3440hz,3450hz,3460hz,3470hz,3480hz,3490hz,3500hz,3510hz,3520hz,3530hz,3540hz,3550hz,3560hz,3570hz,3580hz,3590hz,3600hz,3610hz,3620hz,3630hz,3640hz,3650hz,3660hz,3670hz,3680hz,3690hz,3700hz,3710hz,3720hz,3730hz,3740hz,3750hz,3760hz,3770hz,3780hz,3790hz,3800hz,3810hz,3820hz,3830hz,3840hz,3850hz,3860hz,3870hz,3880hz,3890hz,3900hz,3910hz,3920hz,3930hz,3940hz,3950hz,3960hz,3970hz,3980hz,3990hz,4000hz,4010hz,4020hz,4030hz,4040hz,4050hz,4060hz,4070hz,4080hz,4090hz,4100hz,4110hz,4120hz,4130hz,4140hz,4150hz,4160hz,4170hz,4180hz,4190hz,4200hz,4210hz,4220hz,4230hz,4240hz,4250hz,4260hz,4270hz,4280hz,4290hz,4300hz,4310hz,4320hz,4330hz,4340hz,4350hz,4360hz,4370hz,4380hz,4390hz,4400hz,4410hz,4420hz,4430hz,4440hz,4450hz,4460hz,4470hz,4480hz,4490hz,4500hz,4510hz,4520hz,4530hz,4540hz,4550hz,4560hz,4570hz,4580hz,4590hz,4600hz,4610hz,4620hz,4630hz,4640hz,4650hz,4660hz,4670hz,4680hz,4690hz,4700hz,4710hz,4720hz,4730hz,4740hz,4750hz,4760hz,4770hz,4780hz,4790hz,4800hz,4810hz,4820hz,4830hz,4840hz,4850hz,4860hz,4870hz,4880hz,4890hz,4900hz,4910hz,4920hz,4930hz,4940hz,4950hz,4960hz,4970hz,4980hz,4990hz,5000hz,5010hz,5020hz,5030hz,5040hz,5050hz,5060hz,5070hz,5080hz,5090hz,5100hz,5110hz,5120hz
0,3,2,4,소리없음 / 정상음,,,,,,,,350,116,360,160,350,206,360,68,360,152,360,248,360,114,350,122,360,228,350,158,0,3,5,5,5,4,5,4,5,3,5,5,5,5,4,5,7,5,5,5,6,8,8,6,10,16,20,12,7,10,16,14,15,23,40,130,144,36,19,14,12,8,6,8,6,5,6,5,5,5,5,5,5,5,6,7,5,5,5,5,5,5,6,5,6,5,5,6,6,5,6,6,6,5,5,6,4,6,5,5,6,6,5,6,4,5,6,6,5,5,6,5,6,5,5,6,5,7,6,5,5,6,6,5,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,4,6,6,5,6,5,5,6,5,6,6,6,5,6,6,5,6,5,6,5,6,6,5,5,5,7,5,5,5,5,6,6,6,5,6,5,5,6,6,6,5,6,6,6,6,5,6,6,5,6,5,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,7,6,5,5,6,5,5,6,5,5,5,5,5,6,6,6,5,6,6,5,6,6,6,5,7,6,6,5,6,6,6,6,5,5,6,6,5,6,6,5,6,5,6,6,5,5,6,5,5,6,6,6,5,6,6,6,6,6,5,5,5,6,5,5,5,6,6,7,6,6,7,6,5,6,6,5,6,5,5,5,6,6,7,5,6,6,6,6,6,6,6,5,6,5,6,6,6,6,5,5,6,6,6,6,6,6,6,4,5,6,6,5,6,5,5,6,6,6,6,5,6,6,6,5,6,6,6,5,6,7,5,6,6,7,6,6,6,5,6,7,6,6,5,6,6,6,5,5,6,6,7,6,6,5,6,5,6,5,5,6,6,6,6,6,5,6,6,6,5,6,5,7,6,7,5,6,6,6,6,7,7,6,6,5,6,5,6,6,6,5,5,6,6,5,6,6,5,6,5,6,5,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,7,5,5,6,6,7,6,6,6,6,6,6,6,6,7,6,5,6,7,6,5,6,7,6,5,5,6,7,5,6,5,5,5,6,6,6,5,6,6,5,6,6,5,5,7,6,6,6,5,6,6,6,7,6,6,6,6,6,6,5,5,6,5,6,6,7,6,6,6,6,5,5,6,6,6,5,5,7,6,5,6,7,6,5,7,6,6,6,6,6,6,7,6,6,6,6,5,7,6,5,6,6,6,6
0,3,2,4,소리없음 / 정상음,,,,,,,,330,309,280,487,340,443,330,425,330,367,340,541,340,263,330,301,330,339,350,289,0,3,3,3,6,7,8,20,12,10,20,50,76,111,69,29,17,15,13,19,23,21,24,16,27,43,84,70,101,90,68,100,157,283,297,210,85,62,33,43,31,22,19,16,17,28,30,24,24,19,20,21,30,31,15,12,12,12,13,15,12,9,10,15,22,20,21,16,15,10,13,10,13,10,13,14,13,13,12,12,14,10,13,9,8,8,8,13,9,7,9,10,12,10,12,12,12,10,12,10,14,13,14,10,7,7,7,7,7,8,7,7,6,6,6,5,6,5,6,6,7,7,5,7,6,5,6,7,5,5,3,6,5,6,6,5,7,6,5,6,6,6,6,6,7,6,6,6,6,5,7,7,6,5,7,6,6,6,6,6,5,5,6,6,5,6,6,5,6,3,6,5,5,5,6,6,5,5,6,5,6,5,5,6,5,6,5,6,5,6,7,6,5,5,5,6,5,5,6,5,5,5,5,5,6,5,5,6,5,6,6,6,6,5,6,6,5,5,6,7,7,5,6,6,6,6,5,6,6,7,6,5,6,6,6,6,6,5,6,6,6,5,6,7,7,6,5,6,6,6,6,6,5,5,6,6,5,3,6,5,5,6,6,6,6,7,6,6,6,6,6,5,7,6,6,8,6,6,7,6,12,12,9,13,12,10,16,10,7,5,6,6,5,6,5,5,5,5,5,5,5,3,6,5,6,6,6,5,6,6,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,6,6,5,6,6,6,5,6,6,6,6,6,6,5,5,5,5,5,6,5,3,6,5,6,6,5,6,6,6,5,6,6,3,5,5,5,5,5,6,6,5,5,5,6,6,6,6,5,5,6,5,5,6,6,6,5,6,6,6,6,6,6,6,7,7,6,7,7,7,8,8,8,8,7,8,7,6,7,6,5,5,5,5,6,6,3,6,6,5,6,6,6,5,5,7,6,6,3,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,5,6,5,6,6,6,6,6,6,6,6,6,5,3,6,7,5,6,6,5,7,6,6,7,7,7,7,6,7,7,6,6,6,6,6,5,6,6,6,5,5,6,5,5,6,6,6,5,6,6
0,3,2,4,유속음 / 정상음,,,,,,,,320,523,330,555,320,635,320,546,330,541,320,638,320,439,320,488,330,465,320,498,0,8,8,10,12,12,10,12,14,20,26,28,34,58,174,100,42,36,50,70,50,84,144,158,56,52,62,94,170,150,114,124,509,445,164,118,176,170,76,50,48,56,60,44,38,42,48,38,30,32,52,54,38,30,34,44,26,18,20,20,26,20,16,14,18,14,16,18,18,26,24,16,16,20,24,26,24,20,34,38,26,22,24,28,32,28,26,30,32,28,28,30,34,40,32,28,40,46,36,34,28,34,28,22,20,22,26,24,16,18,18,20,16,14,18,16,18,16,14,16,16,14,10,14,12,14,12,12,14,12,10,10,12,10,12,10,10,12,12,12,12,10,12,12,12,10,12,12,12,10,10,10,10,10,10,10,10,10,12,12,8,10,10,10,10,8,8,10,10,6,8,10,8,8,8,8,6,6,6,6,6,6,8,6,6,6,6,4,6,6,6,4,8,6,6,6,6,6,6,6,4,4,4,6,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,2,4,4,2,4,4,4,4,4,2,2,4,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,3,2,0,옥내누수,,,,,,,,370,763,360,897,370,552,360,633,360,465,370,728,370,521,360,457,360,912,360,427,0,2,2,2,2,2,2,2,2,2,5,5,7,7,9,9,12,14,16,14,23,21,19,23,21,21,19,26,26,28,40,40,56,85,132,230,599,503,230,139,117,61,63,40,26,26,23,33,47,31,28,23,28,31,33,40,21,12,9,7,9,9,9,12,7,9,7,5,5,7,7,7,5,5,5,5,5,5,2,5,5,5,5,7,7,7,9,14,14,14,9,12,9,9,9,9,9,9,9,9,9,9,9,12,16,23,26,35,56,82,70,49,38,28,21,16,12,9,12,9,12,14,14,12,9,9,9,9,9,7,7,7,5,5,5,5,5,2,5,5,2,5,5,5,2,5,2,2,2,2,2,2,2,2,5,2,2,2,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,7,9,9,14,14,23,23,21,19,9,12,7,7,5,5,5,7,5,5,5,5,5,5,5,5,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,5,2,5,2,5,2,2,2,2,2,5,5,7,7,12,9,9,7,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,3,2,4,사용수음 / 정상음,,,,,,,,330,550,340,565,340,635,340,790,340,889,340,912,340,681,340,712,340,737,340,1064,0,3,3,3,3,3,3,6,6,6,9,9,9,9,12,15,20,20,23,23,29,23,29,44,46,55,64,67,78,73,110,128,215,340,740,279,148,104,67,58,52,44,38,32,23,26,23,17,15,17,17,15,15,12,12,12,12,12,12,12,9,9,6,6,6,6,6,9,6,6,6,6,6,3,6,6,6,6,9,9,9,9,9,9,15,15,12,15,15,12,17,20,20,26,29,26,38,32,38,46,70,84,104,64,46,35,26,23,17,17,17,15,15,15,12,9,9,9,9,9,6,9,6,6,3,6,6,6,3,6,6,3,3,6,3,3,3,3,3,6,3,6,6,3,3,6,6,6,6,6,6,9,9,9,6,6,9,9,9,12,12,15,15,17,15,17,17,23,29,29,29,23,17,15,12,12,12,9,9,9,6,6,6,6,6,6,6,6,6,6,3,3,3,6,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,6,6,6,6,6,6,6,6,6,9,9,9,9,6,9,9,12,12,12,15,12,9,9,6,9,6,6,3,3,6,6,3,6,3,3,3,3,6,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3,6,3,3,3,3,6,6,6,3,3,6,6,3,6,6,6,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,6,6,3,6,3,3,6,6,3,6,3,6,3,3,3,3,6,3,6,3,3,3,6,3,3,3,6,3,6,3,3,3,6,6,3,6,3,3,3,3,3,6,3,6,6,6,3,6,3,6,3,6,6,6,6,6,9,9,6,9,9,9,12,6,17,12,12,12,17,15,17,15,12,15,15,15,9,15,12,15,9,12,9,12,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,3,6,3,6,6,6,6,6,6,6,6,6,9,3,6,6,6,6,6,6,3,6,6,3,6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,3,6,3,3,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,3,6,6,6
0,3,2,4,사용수음 / 정상음,,,,,,,,320,781,310,722,310,813,310,700,310,743,310,893,310,960,310,1089,310,649,310,620,0,6,3,6,3,3,3,6,6,3,6,6,6,9,9,12,12,17,17,15,15,29,26,32,41,38,52,70,110,128,308,741,456,259,148,99,76,49,44,29,26,20,17,15,15,15,15,12,9,9,9,6,9,9,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,9,9,9,9,12,12,12,15,12,17,20,17,23,26,35,52,70,105,110,99,67,44,35,26,17,17,15,12,9,9,12,12,9,9,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,6,9,12,9,12,12,15,17,17,20,23,35,41,38,32,23,20,17,12,12,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,9,9,9,9,12,12,12,15,17,17,20,17,15,12,9,9,9,6,6,6,6,6,9,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,12,9,12,12,12,12,9,9,6,9,6,6,6,9,6,6,6,9,6,6,6,9,6,6,6,9,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,3,6,6,3,6,3,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,9,9,6,9,9,6,9,9,9,9,12,9,9,12,12,15,15,12,17,15,15,12,12,12,12,9,9,9,6,9,6,6,6,3,6,6,6,6,6,6,6,3,3,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,9,9,12,12,12,15,12,12,15,12,12,9,12,15,15,15,12,17,20,20,26,26,26,29,29,23,20,23,17,15,15,15,12,12,9,12,9,9,9,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,9,9,12,12,12,15,17,15,17,15,17,12,15,12,12,12,12,12,12,12,12,15,15,15,17,17,15,17,17,15,15,12,12,12,12,12,9,9
0,3,2,0,지산어린이집 / 옥내누수,,,,,,,,340,506,340,470,340,944,340,613,340,789,340,716,340,954,340,703,340,682,340,951,0,0,3,3,0,0,3,3,3,6,9,11,11,14,32,52,43,34,46,49,29,23,23,29,29,32,55,80,78,109,221,247,201,351,733,250,149,118,112,75,55,46,32,32,23,23,26,23,23,29,29,20,26,23,17,11,11,11,9,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,6,6,9,9,9,14,14,17,20,23,20,20,17,23,20,20,20,20,23,26,37,46,43,49,69,57,52,80,69,46,40,46,23,23,26,20,17,17,17,14,14,11,14,11,11,11,9,9,9,9,6,6,6,6,6,3,6,6,3,3,3,3,3,6,6,3,6,6,6,6,6,6,9,11,9,11,11,9,11,11,11,11,11,11,11,14,14,14,17,17,17,23,23,17,17,23,20,14,14,14,14,11,9,11,11,11,9,9,6,6,9,6,6,3,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,3,6,6,6,6,6,3,6,6,6,6,6,6,9,9,6,6,9,9,6,6,9,6,6,6,3,6,6,6,6,6,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,3,0,3,3,0,3,3,3,3,0,0,0,3,0,0,3,3,3,3,3,0,3,3,3,0,0,3,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,0,3,3,3,3,3,0,3,3,3,3,0,3,0,3,3,0,3,3,0,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3
0,3,2,4,동사무소 사용수음 / 정상음,,,,,,,,310,642,310,720,310,747,310,767,310,748,320,655,310,803,320,928,320,721,310,728,0,0,3,0,0,3,3,3,3,3,3,3,6,14,19,17,19,19,14,11,14,17,19,22,25,28,33,50,58,89,175,710,671,234,125,72,45,33,36,31,19,19,8,17,8,11,11,17,11,11,8,6,6,3,8,3,3,3,3,3,3,3,3,3,0,3,0,3,0,0,3,3,3,3,3,3,6,8,11,11,14,8,6,8,6,8,8,11,14,14,17,28,33,56,103,131,67,47,31,22,17,14,17,6,8,6,8,6,6,6,8,8,8,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,6,3,3,6,6,6,8,6,6,6,6,3,3,6,6,8,8,11,14,19,31,39,28,19,17,11,8,8,6,6,6,6,3,3,3,6,6,6,6,6,3,3,3,3,0,0,3,3,3,3,3,0,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,6,6,6,6,8,11,14,14,8,8,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,0,0,0,3,0,3,3,0,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,0,3,3,3,0,3,0,3,3,3,3,3,3,3,0,3,3,3,3,0,3,0,0,0,3,0,3,3,0,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,0,3,3,3,0,0,0,3,0,3,0,0,3,0,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3
0,1,2,1,옥외누수,,,,,,,,350,910,350,843,350,619,350,590,350,539,350,818,350,644,360,711,350,650,350,829,0,3,5,5,5,5,3,3,5,5,3,5,3,5,5,5,5,5,8,8,8,11,11,14,16,22,30,33,41,49,71,88,113,220,313,701,363,286,113,110,69,49,38,33,22,16,14,11,11,8,8,8,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,3,5,5,5,5,8,8,11,8,11,11,16,22,25,33,33,36,47,58,58,77,80,118,118,115,80,58,49,30,25,19,16,14,14,8,8,8,8,5,8,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,8,5,5,5,8,8,5,5,5,8,5,5,5,3,5,5,5,5,5,5,5,5,8,8,8,11,11,11,14,16,16,19,25,25,27,33,27,38,44,47,41,33,33,22,19,14,11,11,8,8,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,5,8,8,8,5,8,8,11,11,11,11,8,8,5,5,3,5,5,3,5,3,5,5,5,3,5,5,5,5,5,8,8,8,8,14,14,11,14,14,16,19,19,19,16,19,14,11,8,8,8,8,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,3,3,5,3,3,3,5,3,3,5,5,5,5,5,5,8,8,5,8,11,8,8,8,8,8,8,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,3,3,5,3,3,3,3,5,3,5,3,3,3,3,3,3,3,5,3,3,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,5,5,5,5,8,5,5,5,5,8,8,5,8,5,8,8,5,8,5,5,5,5,5,8,5,5,3,5,5,3,5,5,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,5,3,5,3,5,5,5,5,5,8,8,8,8,8,8,11,8,11,11,8,11,11,8,8,8,8,8,8,8,8,5,5,5,8,5,5
0,1,2,1,옥외누수,,,,,,,,330,587,330,469,330,475,340,671,350,545,340,735,340,475,340,636,340,564,340,627,0,11,13,9,13,11,11,11,13,11,11,13,13,11,13,17,15,15,20,20,26,22,24,33,37,43,48,67,106,146,178,304,261,424,554,382,267,143,135,80,70,61,43,35,30,26,26,20,17,15,17,13,15,11,13,11,11,11,11,11,11,11,11,11,11,9,11,11,9,11,11,11,13,13,11,13,13,11,13,15,15,11,13,15,15,13,15,17,17,20,22,24,26,26,39,39,56,61,67,78,72,76,78,74,65,52,46,43,35,33,28,24,22,22,20,15,15,13,13,13,11,11,11,13,11,11,11,9,11,11,11,9,9,11,9,9,11,11,11,11,11,11,11,13,11,13,13,11,13,13,13,11,15,11,11,13,17,15,20,20,20,17,24,24,28,28,30,37,33,33,33,28,30,22,26,22,22,22,22,17,15,13,13,13,13,11,11,11,11,11,11,9,9,11,9,9,9,9,11,9,9,11,13,11,11,11,9,11,11,11,11,9,13,15,22,22,15,15,13,13,13,13,11,13,11,11,13,13,15,13,13,15,20,15,20,15,22,17,17,20,17,20,13,15,13,13,15,13,11,15,11,13,13,9,13,11,9,9,11,9,9,9,11,11,11,9,9,9,13,11,11,11,9,9,13,11,11,11,9,9,11,9,11,9,13,11,9,11,11,9,11,11,9,11,9,11,11,11,11,13,11,13,13,11,13,13,13,11,13,11,11,11,11,11,9,11,11,11,9,11,11,13,9,11,9,9,9,9,9,9,9,9,9,11,9,11,9,9,9,11,9,11,11,9,9,9,9,9,9,11,9,9,11,11,9,9,9,11,11,9,11,9,11,11,11,9,11,13,11,13,13,7,11,13,11,11,11,11,11,11,11,13,11,11,11,11,11,11,9,11,11,11,9,11,11,11,9,11,11,7,11,9,9,9,9,9,11,9,9,9,9,11,9,9,11,9,9,9,11,13,11,11,11,11,13,15,13,13,13,13,13,13,13,15,15,13,15,13,15,13,15,15,11,13,15,13,13,13,11,13,11,11,13,13,15,9,11,11,11,13,11,9,13,11,9,9,13,11,11,11,11,9,11,11,11,11,11,11,11,9,11,9,11,9,9,11,11,9,9,13,11,11,11,13,11,13,13,11,11,13,13,13,11,13,13,13,13,13,13,11,11,17,11
